0.00,0.00,0.98,83
0.00,2.00,0.90,126
0.00,4.00,1.06,144
0.00,6.00,1.22,145
0.00,8.00,1.34,105
0.00,10.00,1.09,80
0.00,12.00,1.32,97
0.00,14.00,1.29,93
0.00,16.00,1.31,115
0.00,18.00,1.52,118
0.00,20.00,1.32,143
0.00,22.00,1.61,131
0.00,24.00,1.61,91
0.00,26.00,1.44,108
0.00,28.00,1.38,128
0.00,30.00,1.53,138
0.00,32.00,1.29,80
0.00,34.00,1.52,113
0.00,36.00,1.71,109
0.00,38.00,1.61,92
0.00,40.00,1.68,135
0.00,42.00,1.45,128
0.00,44.00,1.28,138
0.00,46.00,1.16,117
0.00,48.00,0.92,113
0.00,50.00,0.66,136
0.00,52.00,0.68,107
0.00,54.00,0.56,140
0.00,56.00,0.74,107
0.00,58.00,0.97,110
0.00,60.00,1.10,123
0.00,62.00,1.01,144
0.00,64.00,0.95,118
0.00,66.00,0.76,111
0.00,68.00,0.77,105
0.00,70.00,0.99,97
0.00,72.00,0.92,100
0.00,74.00,1.15,122
0.00,76.00,0.98,126
0.00,78.00,1.18,130
0.00,80.00,1.40,131
0.00,82.00,1.36,85
0.00,84.00,1.06,84
0.00,86.00,1.18,104
0.00,88.00,1.21,107
0.00,90.00,1.51,103
0.00,92.00,1.49,113
0.00,94.00,1.57,86
0.00,96.00,1.63,129
0.00,98.00,1.86,86
0.00,100.00,1.96,123
0.00,102.00,2.12,101
0.00,104.00,1.94,109
0.00,106.00,1.75,110
0.00,108.00,1.70,147
0.00,110.00,1.67,93
0.00,112.00,1.74,127
0.00,114.00,1.85,134
0.00,116.00,2.08,131
0.00,118.00,2.14,121
0.00,120.00,2.34,100
0.00,122.00,2.25,117
0.00,124.00,2.41,139
0.00,126.00,2.35,138
0.00,128.00,2.65,83
0.00,130.00,2.79,112
0.00,132.00,2.53,87
0.00,134.00,2.79,129
0.00,136.00,2.71,137
0.00,138.00,2.90,121
0.00,140.00,3.04,130
0.00,142.00,2.88,101
0.00,144.00,2.82,114
0.00,146.00,2.90,95
0.00,148.00,2.85,132
0.00,150.00,3.04,137
0.00,152.00,3.16,94
0.00,154.00,3.27,125
0.00,156.00,3.46,101
0.00,158.00,3.25,91
0.00,160.00,3.47,132
0.00,162.00,3.29,125
0.00,164.00,3.21,143
0.00,166.00,3.23,117
0.00,168.00,2.99,107
0.00,170.00,3.07,128
0.00,172.00,2.81,112
0.00,174.00,3.04,110
0.00,176.00,2.84,149
0.00,178.00,3.06,149
0.00,180.00,3.21,143
0.00,182.00,3.50,84
0.00,184.00,3.57,124
0.00,186.00,3.64,87
0.00,188.00,3.61,140
0.00,190.00,3.50,116
0.00,192.00,3.48,98
0.00,194.00,3.49,83
0.00,196.00,3.69,113
0.00,198.00,3.52,104
0.00,200.00,3.46,139
0.00,202.00,3.64,116
0.00,204.00,3.59,138
0.00,206.00,3.37,99
0.00,208.00,3.28,144
0.00,210.00,3.11,91
0.00,212.00,3.21,116
0.00,214.00,3.47,127
0.00,216.00,3.76,139
0.00,218.00,3.53,137
0.00,220.00,3.24,111
0.00,222.00,3.07,90
0.00,224.00,2.84,93
0.00,226.00,2.68,111
0.00,228.00,2.92,85
0.00,230.00,3.20,121
0.00,232.00,2.91,101
0.00,234.00,3.08,130
0.00,236.00,3.00,146
0.00,238.00,2.91,127
0.00,240.00,3.11,127
0.00,242.00,3.40,147
0.00,244.00,3.44,101
0.00,246.00,3.27,147
0.00,248.00,3.39,137
0.00,250.00,3.52,133
0.00,252.00,3.80,131
0.00,254.00,4.06,90
0.00,256.00,4.15,115
0.00,258.00,4.03,146
0.00,260.00,3.83,88
0.00,262.00,3.76,132
0.00,264.00,3.60,123
0.00,266.00,3.79,113
0.00,268.00,3.72,82
0.00,270.00,3.70,123
0.00,272.00,3.81,121
0.00,274.00,3.69,83
0.00,276.00,3.93,114
0.00,278.00,3.82,105
0.00,280.00,3.79,126
0.00,282.00,3.60,124
0.00,284.00,3.55,95
0.00,286.00,3.44,100
0.00,288.00,3.29,116
0.00,290.00,3.21,120
0.00,292.00,2.96,123
0.00,294.00,3.24,82
0.00,296.00,3.38,148
0.00,298.00,3.42,106
2.00,0.00,3.26,120
2.00,2.00,3.13,105
2.00,4.00,3.24,113
2.00,6.00,3.13,86
2.00,8.00,2.86,149
2.00,10.00,2.90,149
2.00,12.00,2.92,131
2.00,14.00,3.01,125
2.00,16.00,2.92,124
2.00,18.00,2.75,82
2.00,20.00,2.45,104
2.00,22.00,2.55,120
2.00,24.00,2.42,127
2.00,26.00,2.25,116
2.00,28.00,2.50,142
2.00,30.00,2.26,101
2.00,32.00,2.00,116
2.00,34.00,1.94,90
2.00,36.00,2.06,95
2.00,38.00,2.21,80
2.00,40.00,1.98,81
2.00,42.00,2.06,125
2.00,44.00,1.82,97
2.00,46.00,2.05,137
2.00,48.00,2.10,88
2.00,50.00,2.29,141
2.00,52.00,2.21,89
2.00,54.00,2.44,124
2.00,56.00,2.35,122
2.00,58.00,2.25,147
2.00,60.00,2.11,135
2.00,62.00,2.09,82
2.00,64.00,2.14,140
2.00,66.00,2.38,113
2.00,68.00,2.12,111
2.00,70.00,2.17,103
2.00,72.00,2.35,130
2.00,74.00,2.19,86
2.00,76.00,1.90,148
2.00,78.00,1.83,105
2.00,80.00,1.68,138
2.00,82.00,1.65,107
2.00,84.00,1.94,124
2.00,86.00,2.19,144
2.00,88.00,1.97,90
2.00,90.00,1.92,114
2.00,92.00,1.97,123
2.00,94.00,1.77,94
2.00,96.00,1.89,121
2.00,98.00,2.06,104
2.00,100.00,2.31,140
2.00,102.00,2.37,149
2.00,104.00,2.47,138
